Type,Identification,Field,Locale,Status,Default content,Translated content
METAFIELD,'20169751101488,value,fr,,816401024404,
METAFIELD,'20169751134256,value,fr,,133205,
METAFIELD,'20169751167024,value,fr,,"Our mission is to restore our health, strength and vitality by providing history's healthiest whole food nutrients to the modern world. Our Bone Broth Protein is a breakthrough in protein supplementation that delivers the benefits of homemade bone broth in a convenient, easy-to-mix form.",
METAFIELD,'20169751199792,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169751232560,value,fr,,Keto COLLAGEN is the perfect collagen superfood powder for those following a ketogenic diet and lifestyle or anyone looking to experience the power of collagen peptides combined with medium chain triglycerides (MCTs) from coconut.,
METAFIELD,'20169751265328,value,fr,,Canada,
METAFIELD,'20169752903728,value,fr,,Ancient Nutrition,
METAFIELD,'20169752936496,value,fr,,340.0g,
METAFIELD,'20169752969264,value,fr,,"Canadian

",
METAFIELD,'20169753002032,value,fr,,"Keto Friendly
Soy free
Dairy Free
Paleo Friendly
Gluten Free

",
METAFIELD,'20169753034800,value,fr,,1 - 3 scoops/day,
METAFIELD,'20169753067568,value,fr,,"Hydrolyzed Bovine Hide Collagen Peptides, Medium Chain Triglycerides (coconut), Natural hazelnut flavors, natural vanilla and other natural flavours, stevia leaf extract.",
METAFIELD,'20169753100336,value,fr,,816401024541,
METAFIELD,'20169753133104,value,fr,,133210,
METAFIELD,'20169753165872,value,fr,,"Our mission is to restore our health, strength and vitality by providing history's healthiest whole food nutrients to the modern world. Our Bone Broth Protein is a breakthrough in protein supplementation that delivers the benefits of homemade bone broth in a convenient, easy-to-mix form.",
METAFIELD,'20169753198640,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169753231408,value,fr,,Keto COLLAGEN is the perfect collagen superfood powder for those following a ketogenic diet and lifestyle or anyone looking to experience the power of collagen peptides combined with medium chain triglycerides (MCTs) from coconut.,
METAFIELD,'20169753264176,value,fr,,Canada,
METAFIELD,'20169754116144,value,fr,,Ancient Nutrition,
METAFIELD,'20169754148912,value,fr,,324.0g,
METAFIELD,'20169754181680,value,fr,,"Canadian

",
METAFIELD,'20169754214448,value,fr,,"Collagen Peptides | Coconut MCTs  I Keto Friendly
Soy free
Dairy Free
Paleo Friendly
Gluten Free

",
METAFIELD,'20169754247216,value,fr,,"Mix on heaping scoop (included) in 350mL of water, juice or in a smoothie or protein shake. Great with almond, cashew or coconut milk or added to your favourite recipe. Can be enjoyed warm or cold.",
METAFIELD,'20169754279984,value,fr,,"Hydrolyzed Bovine Hide Collagen Peptides, Medium Chain Triglycerides (modified coconut oil powder, acacia fibre, silicon dioxide)",
METAFIELD,'20169754312752,value,fr,,816401024398,
METAFIELD,'20169754345520,value,fr,,133215,
METAFIELD,'20169754378288,value,fr,,"Our mission is to restore our health, strength and vitality by providing history's healthiest whole food nutrients to the modern world. Our Bone Broth Protein is a breakthrough in protein supplementation that delivers the benefits of homemade bone broth in a convenient, easy-to-mix form.",
METAFIELD,'20169754411056,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169754443824,value,fr,,Keto COLLAGEN is the perfect collagen superfood powder for those following a ketogenic diet and lifestyle or anyone looking to experience the power of collagen peptides combined with medium chain triglycerides (MCTs) from coconut.,
METAFIELD,'20169754476592,value,fr,,Canada,
METAFIELD,'20169757786160,value,fr,,Ancient Nutrition,
METAFIELD,'20169757818928,value,fr,,232.0g,
METAFIELD,'20169757851696,value,fr,,"Canadian

",
METAFIELD,'20169757884464,value,fr,,"Collagens types I, II, III, V and X from sustainable sources.

From Non-GMO, hormone free, cage free and cruelty free sources.

Grass Fed and Pasture Raised Bovine.

",
METAFIELD,'20169757917232,value,fr,,Adults: 1 scoop (11.6 g) per day to 350 mL (1.5 cups) of water.,
METAFIELD,'20169757950000,value,fr,,"Medicinal ingredients per scoop:
Hydrolyzed collagen (Bovine skin)10 g;
Hydrolyzed collagen (Fish Skin) 66.67 mg;
Chicken bone broth (Gallus gallus) 66.7 mg;
NEM® Partially hydrolysed chicken eggshell
membrane (Gallus gallus) 66.67 mg;
Dermaval™ Blend:
 Quercetin 0.75 mg
 Okra (Abelmoschus esculentus Fruit) 10 mg
 Asparagus (Asparagus officinalis Shoot)10 mg
 Coffee berry 20:1 Extract (Coffea arabica Fruit) 2.25 mg (40% Chlorogenic acids, QCE 45 mg)
 Acai (Euterpe oleracea Fruit) 0.2 mg
 Mangosteen (Garcinia mangostana Fruit) 0.2 mg
 Acerola (Malpighia glabra Fruit)0.72 mg
 Camu-camu (Myrciaria dubia Fruit) 0.56 mg
 Pomegranate (Punica granatum Fruit)  25 mg.
Non-Medicinal Ingredients: Citric acid, Flavour, Maltodextrin, Stevia Leaf Extract.",
METAFIELD,'20169757982768,value,fr,,816401024381,
METAFIELD,'20169758015536,value,fr,,133240,
METAFIELD,'20169758048304,value,fr,,"Our mission is to restore our health, strength and vitality by providing history's healthiest whole food nutrients to the modern world. Our Bone Broth Protein is a breakthrough in protein supplementation that delivers the benefits of homemade bone broth in a convenient, easy-to-mix form.",
METAFIELD,'20169758081072,value,fr,,80098919,
METAFIELD,'20169758113840,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169758146608,value,fr,,"Designed to amplify your daily beauty ritual, this powder provides benefits that are more than skin deep. This beauty collagen pairs the skin, nail, joints, hair and gut benefits of our classic Multi Collagen Protein with added benefits of healthy skin elasticity support from a clinically studied, plant-based beauty phytonutrient blend: Dermaval™ Blend.",
METAFIELD,'20169758179376,value,fr,,Canada,
METAFIELD,'20169758212144,value,fr,,Ancient Nutrition,
METAFIELD,'20169758244912,value,fr,,293.0g,
METAFIELD,'20169758277680,value,fr,,"Canadian

",
METAFIELD,'20169758310448,value,fr,,"Helps the body's ability to metabolize nutrients.

Supports good health.

Helps to maintain normal electrolyte balance.

",
METAFIELD,'20169758343216,value,fr,,Adults: 1 scoop (14.7 g) per day to 350 mL (1.5 cups) of water.,
METAFIELD,'20169758375984,value,fr,,"Medicinal ingredients per scoop:
Hydrolyzed collagen (Bovine skin)10 g;
Hydrolyzed collagen (Fish Skin) 66.7 mg;
Chicken bone broth (Gallus gallus) 66.7 mg;
NEM® Partially hydrolysed chicken eggshell membrane (Gallus gallus) 66.67 mg;
Organic apple cider vinegar 1500 mg;
PreticX® Xylooligosaccharides (Zea mays Cob) 1000 mg; 
Magnesium (Magnesium glycyl glutamine chelate) 43 mg;
Organic ginger (Zingiber officinale Rhizome) 300 mg;
Bacillus coagulans MTCC 5856 (Whole Cell) 2 billion CFU;
L-alanyl-glutamine 50 mg;
Deglycyrrhizinated licorice 4:1 extract (Glycyrrhizae root) 25 mg (QCE 100 mg);
Organic peppermint (Mentha x piperita Leaf) 25 mg.
Non-Medicinal Ingredients: Citric acid, Flavour, Stevia Leaf Extract.",
METAFIELD,'20169758408752,value,fr,,816401025753,
METAFIELD,'20169758441520,value,fr,,133245,
METAFIELD,'20169758474288,value,fr,,"Our mission is to restore our health, strength and vitality by providing history's healthiest whole food nutrients to the modern world. Our Bone Broth Protein is a breakthrough in protein supplementation that delivers the benefits of homemade bone broth in a convenient, easy-to-mix form.",
METAFIELD,'20169758507056,value,fr,,80106407,
METAFIELD,'20169758539824,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169758572592,value,fr,,"Our Multi Collagen Protein Gut Restore is unlike any other collagen! The unique, expert-formulated combination of ingredients sets this product apart and supports your gut with 5 types of collagen from 4 food sources,  2 Billion CFU probiotics, powerful prebiotics, Glutamine and Deglycyrrhizinated licorice",
METAFIELD,'20169758605360,value,fr,,Canada,
METAFIELD,'20169759490096,value,fr,,Ancient Nutrition,
METAFIELD,'20169759522864,value,fr,,298.0g,
METAFIELD,'20169759555632,value,fr,,"Canadian

",
METAFIELD,'20169759588400,value,fr,,"Helps to reduce joint pain associated with osteoarthritis.

Helps to maintain the body's ability to  metabolize nutrients.

Helps to maintain proper muscle function,  including the heart muscle.

",
METAFIELD,'20169759621168,value,fr,,Adults: 1 scoop (14.9 g) per day to 350 mL (1.5 cups) of water.,
METAFIELD,'20169759653936,value,fr,,"Medicinal ingredients per scoop:
Hydrolyzed collagen (Bovine skin)10 g;
Hydrolyzed collagen (Fish Skin) 66.67 mg;
Chicken bone broth (Gallus gallus) 66.67 mg;
Organic Sensoril® Ashwagandha 5:1 Extract
(Withania somnifera Root and leaf)...................................................................125 mg
(Standardized to 32-45% Withania oligosaccharides,
10-20% Withanolide glycosides, 0.05-0.5% Withaferin A, QCE 625 mg)
Organic Apple cider vinegar (Malus domestica Fruit) 1000 mg;
Magnesium (Magnesium hydroxide) 336 mg;
Beetroot juice powder (Beta vulgaris Root) 200 mg;
NordicCherry® Tart cherry (Prunus cerasus Fruit) 500 mg;
NEM® (Partially hydrolysed chicken eggshell
membrane, Gallus gallus) 66.67 mg;
L-Glutamine. 375 mg.
Non-Medicinal Ingredients: Natural black cherry flavour, Citric acid, Stevia leaf extract.",
METAFIELD,'20169759686704,value,fr,,816401025487,
METAFIELD,'20169759719472,value,fr,,133250,
METAFIELD,'20169759752240,value,fr,,"Our mission is to restore our health, strength and vitality by providing history's healthiest whole food nutrients to the modern world. Our Bone Broth Protein is a breakthrough in protein supplementation that delivers the benefits of homemade bone broth in a convenient, easy-to-mix form.",
METAFIELD,'20169759785008,value,fr,,80098083,
METAFIELD,'20169759817776,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169759850544,value,fr,,"Our Multi Collagen Protein Rest & Recovery is uniquely formulated with 4 types of food source collagen to support healthy joints, skin, nails and sleep.  It features plant extracts traditionally used for recovery including tart cherry. Whether you’re an athlete looking to support muscle strength and recovery, or simply coming up short in the “calm” department, help is just a scoop away.",
METAFIELD,'20169759883312,value,fr,,Canada,
METAFIELD,'20169759916080,value,fr,,Ancient Nutrition,
METAFIELD,'20169759948848,value,fr,,1.0disp,
METAFIELD,'20169759981616,value,fr,,"Canadian

",
METAFIELD,'20169760014384,value,fr,,816401024688,
METAFIELD,'20169760047152,value,fr,,133900E,
METAFIELD,'20169760079920,value,fr,,"Our mission is to restore our health, strength and vitality by providing history's healthiest whole food nutrients to the modern world. Our Bone Broth Protein is a breakthrough in protein supplementation that delivers the benefits of homemade bone broth in a convenient, easy-to-mix form.",
METAFIELD,'20169760112688,value,fr,,"May Contain:

 Egg (M)

 Dairy (M)

 Mustard (M)

 Peanuts (M)

 Seafood (M)

 Sesame (M)

 Soy (M)

 Sulfites (M)

 Tree Nuts (M)

 Wheat Gluten (M)

",
METAFIELD,'20169760145456,value,fr,,"Required Fill: 8 x small tubs of multi collagen, 4x tubs Bone Broth, 4 x tubs Keto Collagen",
METAFIELD,'20169760178224,value,fr,,Canada,
METAFIELD,'20179685146672,value,fr,,"Apply liberally 15 minutes before sun exposure. Reapply at least after every 2 hours of normal activity, after 40 minutes of swimming or sweating, and immediately after towel-drying. Ask a doctor for use on children under 6 months of age. ",
METAFIELD,'20179685539888,value,fr,,ENG: Dispense a small amount of lotion into your hands and apply on the skin. Designed for fast moisturization of the whole body. To be used on a daily basis. FR: Verser une petite quantité dans la main et appliquer sur le corps. Conçue pour une hydratation rapide de tout le corps au quotidien.,
METAFIELD,'20179688620080,value,fr,,"Apply to wet hair, lather, then rinse. / Appliquer sur cheveux mouillés, faire mousser puis rincer.",
METAFIELD,'20179688652848,value,fr,,"After shampooing, work through hair, then rinse. COLOR SAFE. FOR EXTERNAL USE ONLY. /  Après le shampooing, passez sur les cheveux, puis rincez. COULEUR SÛR. POUR USAGE EXTERNE UNIQUEMENT.",
METAFIELD,'20179688685616,value,fr,,"After shampooing, work through hair, then rinse. COLOR SAFE. FOR EXTERNAL USE ONLY. /  Après le shampooing, passez sur les cheveux, puis rincez. COULEUR SÛR. POUR USAGE EXTERNE UNIQUEMENT.",
METAFIELD,'20179688718384,value,fr,,"After shampooing, work through hair, then rinse. COLOR SAFE. FOR EXTERNAL USE ONLY. /  Après le shampooing, passez sur les cheveux, puis rincez. COULEUR SÛR. POUR USAGE EXTERNE UNIQUEMENT.",
ONLINE_STORE_BLOG,'77685260336,title,fr,,News,
ONLINE_STORE_BLOG,'77685260336,meta_title,fr,,,
ONLINE_STORE_BLOG,'77685260336,meta_description,fr,,,
ONLINE_STORE_MENU,'180945190960,title,fr,,Main menu,
ONLINE_STORE_MENU,'180945223728,title,fr,,Footer menu,
ONLINE_STORE_MENU,'181180170288,title,fr,,Sidebar menu,
ONLINE_STORE_MENU,'181757116464,title,fr,,Brands,
ONLINE_STORE_MENU,'181823176752,title,fr,,Categories,
ONLINE_STORE_MENU,'181823799344,title,fr,,Pet Food & Pet Care,
ONLINE_STORE_MENU,'181824061488,title,fr,,Deodorants,
ONLINE_STORE_MENU,'181824094256,title,fr,,Gen MDSE Personal Care,
ONLINE_STORE_MENU,'181824127024,title,fr,,Household Cleaners & Supplies,
ONLINE_STORE_MENU,'181824159792,title,fr,,"Bodycare Kits, Sets, & Travel Packs",
ONLINE_STORE_MENU,'181824192560,title,fr,,OTC Topical Products,
ONLINE_STORE_MENU,'181824225328,title,fr,,Skin Care,
ONLINE_STORE_MENU,'181824258096,title,fr,,Soap & Bath,
ONLINE_STORE_MENU,'181824290864,title,fr,,Oral Care,
ONLINE_STORE_MENU,'181824454704,title,fr,,Hair Products,
ONLINE_STORE_MENU,'181824487472,title,fr,,Vitamins & Minerals,
ONLINE_STORE_MENU,'181824520240,title,fr,,Cosmetics & Beauty Aids,
ONLINE_STORE_MENU,'181824553008,title,fr,,Aromatherapy & Body Oils,
ONLINE_STORE_MENU,'181824585776,title,fr,,POS,
ONLINE_STORE_MENU,'181824618544,title,fr,,Food Supplements,
ONLINE_STORE_MENU,'181824651312,title,fr,,Sports Nutrition,
ONLINE_STORE_MENU,'181824749616,title,fr,,Household MDSE,
ONLINE_STORE_PAGE,'81908400176,title,fr,,Contact,
ONLINE_STORE_PAGE,'81908400176,body_html,fr,,,
ONLINE_STORE_PAGE,'81908400176,meta_title,fr,,,
ONLINE_STORE_PAGE,'81908400176,meta_description,fr,,,
ONLINE_STORE_PAGE,'81913020464,title,fr,,Shop By Brands,
ONLINE_STORE_PAGE,'81913020464,body_html,fr,,Find your favorite brands right here,
ONLINE_STORE_PAGE,'81913020464,meta_title,fr,,,
ONLINE_STORE_PAGE,'81913020464,meta_description,fr,,,
ONLINE_STORE_PAGE,'81913053232,title,fr,,Shop By Category,
ONLINE_STORE_PAGE,'81913053232,body_html,fr,,"Whether its a GPU or new Cooling Unit, you can find it right here",
ONLINE_STORE_PAGE,'81913053232,meta_title,fr,,,
ONLINE_STORE_PAGE,'81913053232,meta_description,fr,,,
ONLINE_STORE_PAGE,'81973837872,title,fr,,Featured Products,
ONLINE_STORE_PAGE,'81973837872,body_html,fr,,Some of our featured products,
ONLINE_STORE_PAGE,'81973837872,meta_title,fr,,,
ONLINE_STORE_PAGE,'81973837872,meta_description,fr,,,
ONLINE_STORE_PAGE,'82458968112,title,fr,,Product Page,
ONLINE_STORE_PAGE,'82458968112,body_html,fr,,"<h1>Test</h1>
<button>Test2</button>",
ONLINE_STORE_PAGE,'82458968112,meta_title,fr,,,
ONLINE_STORE_PAGE,'82458968112,meta_description,fr,,,
ONLINE_STORE_THEME,'121616662576,section.newsletter-popup.popup_title,fr,,Save 10% off your first purchase,
ONLINE_STORE_THEME,'121616662576,section.newsletter-popup.popup_text,fr,,<p>Sign up today and we'll send you a 10% discount code towards your first purchase.</p>,
ONLINE_STORE_THEME,'121616662576,section.newsletter-popup.button_label,fr,,Optional button,
ONLINE_STORE_THEME,'121616662576,section.footer-promotions.footer-promotions-0.title,fr,,Site-wide promotion,
ONLINE_STORE_THEME,'121616662576,section.footer-promotions.footer-promotions-0.text,fr,,<p>Use this section to promote content throughout every page of your site. Add images for further impact.</p>,
ONLINE_STORE_THEME,'121616662576,section.footer-promotions.footer-promotions-0.button_label,fr,,Optional button,
ONLINE_STORE_THEME,'121616662576,section.footer-promotions.footer-promotions-1.title,fr,,Site-wide promotion,
ONLINE_STORE_THEME,'121616662576,section.footer-promotions.footer-promotions-1.text,fr,,<p>Use this section to promote content throughout every page of your site. Add images for further impact.</p>,
ONLINE_STORE_THEME,'121616662576,section.footer-promotions.footer-promotions-1.button_label,fr,,Optional button,
ONLINE_STORE_THEME,'121616662576,section.footer-promotions.footer-promotions-2.title,fr,,Site-wide promotion,
ONLINE_STORE_THEME,'121616662576,section.footer-promotions.footer-promotions-2.text,fr,,<p>Use this section to promote content throughout every page of your site. Add images for further impact.</p>,
ONLINE_STORE_THEME,'121616662576,section.footer-promotions.footer-promotions-2.button_label,fr,,Optional button,
ONLINE_STORE_THEME,'121616662576,section.product-recommendations.product_recommendations_heading,fr,,You may also like,
ONLINE_STORE_THEME,'121616662576,section.toolbar.0b066516-effd-470b-ba3b-fc9f69d6c6ae.richtext,fr,,<p>Hassle-free returns. 30-day postage paid returns</p>,
ONLINE_STORE_THEME,'121616662576,section.toolbar.0b066516-effd-470b-ba3b-fc9f69d6c6ae.richtext_mobile,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.toolbar.cff431d4-9a3a-4622-a731-bd2d4c67a45c.richtext,fr,,<p>Hassle-free returns. 30-day postage paid returns</p>,
ONLINE_STORE_THEME,'121616662576,section.toolbar.cff431d4-9a3a-4622-a731-bd2d4c67a45c.richtext_mobile,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.footer.newsletter_richtext,fr,,<p>Subscribe today and get 10% off your first purchase</p>,
ONLINE_STORE_THEME,'121616662576,section.footer.copyright_text,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.footer.footer-0.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.footer.fe6a67a0-686e-435b-a946-f28802053c97.phone,fr,,'+1 800 123 1234,
ONLINE_STORE_THEME,'121616662576,section.password-content.title,fr,,Be the first to know,
ONLINE_STORE_THEME,'121616662576,section.password-content.text,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.password-content.newsletter_placeholder,fr,,Enter your email,
ONLINE_STORE_THEME,'121616662576,general.test,fr,,"",
ONLINE_STORE_THEME,'121616662576,general.social_facebook_link,fr,,"",
ONLINE_STORE_THEME,'121616662576,general.social_twitter_link,fr,,"",
ONLINE_STORE_THEME,'121616662576,general.social_pinterest_link,fr,,"",
ONLINE_STORE_THEME,'121616662576,general.social_instagram_link,fr,,"",
ONLINE_STORE_THEME,'121616662576,general.social_snapchat_link,fr,,"",
ONLINE_STORE_THEME,'121616662576,general.social_tiktok_link,fr,,"",
ONLINE_STORE_THEME,'121616662576,general.social_tumblr_link,fr,,"",
ONLINE_STORE_THEME,'121616662576,general.social_linkedin_link,fr,,"",
ONLINE_STORE_THEME,'121616662576,general.social_youtube_link,fr,,"",
ONLINE_STORE_THEME,'121616662576,general.social_vimeo_link,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156453424__featured-collection.title,fr,,Popular picks,
ONLINE_STORE_THEME,'121616662576,section.template--14399156518960__featured-collections.title,fr,,You may also like,
ONLINE_STORE_THEME,'121616662576,section.template--14399156518960__featured-collections.collection1.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156518960__featured-collections.collection2.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156518960__featured-collections.collection3.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156518960__featured-collections.collection4.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156518960__featured-collections.collection5.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156518960__featured-collections.collection6.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__promo-grid.banner.heading,fr,,Banner promotion,
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__promo-grid.banner.text,fr,,Add the details of your promotion in smaller text,
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__promo-grid.banner.label,fr,,Shop now,
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__promo-grid.advanced.subheading,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__promo-grid.advanced.heading,fr,,Announce your promotion,
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__promo-grid.advanced.textarea,fr,,Include the smaller details of your promotion in text below the title.,
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__promo-grid.advanced.cta_text1,fr,,Shop This,
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__promo-grid.advanced.cta_text2,fr,,Shop All,
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__promo-grid.advanced.video_url,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__featured-collection.title,fr,,Featured collection,
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__featured-collection2.title,fr,,Featured collection,
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__promo-grid2.simple.text,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__promo-grid2.advanced.subheading,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__promo-grid2.advanced.heading,fr,,Announce your promotion,
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__promo-grid2.advanced.textarea,fr,,Include the smaller details of your promotion in text below the title.,
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__promo-grid2.advanced.cta_text1,fr,,Shop This,
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__promo-grid2.advanced.cta_text2,fr,,Shop All,
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__promo-grid2.advanced.video_url,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__featured-collection3.title,fr,,Featured collection,
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__featured-collections.title,fr,,You may also like,
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__featured-collections.collection1.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__featured-collections.collection2.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__featured-collections.collection3.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__featured-collections.collection4.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__featured-collections.collection5.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156584496__featured-collections.collection6.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156617264__promo-grid.banner.heading,fr,,Banner promotion,
ONLINE_STORE_THEME,'121616662576,section.template--14399156617264__promo-grid.banner.text,fr,,Add the details of your promotion in smaller text,
ONLINE_STORE_THEME,'121616662576,section.template--14399156617264__promo-grid.banner.label,fr,,Shop now,
ONLINE_STORE_THEME,'121616662576,section.template--14399156682800__promo-grid.banner.heading,fr,,Banner promotion,
ONLINE_STORE_THEME,'121616662576,section.template--14399156682800__promo-grid.banner.text,fr,,Add the details of your promotion in smaller text,
ONLINE_STORE_THEME,'121616662576,section.template--14399156682800__promo-grid.banner.label,fr,,Shop now,
ONLINE_STORE_THEME,'121616662576,section.template--14399156682800__promo-grid.advanced.subheading,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156682800__promo-grid.advanced.heading,fr,,Announce your promotion,
ONLINE_STORE_THEME,'121616662576,section.template--14399156682800__promo-grid.advanced.textarea,fr,,Include the smaller details of your promotion in text below the title.,
ONLINE_STORE_THEME,'121616662576,section.template--14399156682800__promo-grid.advanced.cta_text1,fr,,Shop This,
ONLINE_STORE_THEME,'121616662576,section.template--14399156682800__promo-grid.advanced.cta_text2,fr,,Shop All,
ONLINE_STORE_THEME,'121616662576,section.template--14399156682800__promo-grid.advanced.video_url,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__slideshow-split.slideshow-split-0.top_subheading,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__slideshow-split.slideshow-split-0.title,fr,,Side by Side Slide,
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__slideshow-split.slideshow-split-0.subheading,fr,,Add optional subtext,
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__slideshow-split.slideshow-split-0.link_text,fr,,Optional button,
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__slideshow-split.slideshow-split-0.link_text_2,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__slideshow-split.slideshow-split-1.top_subheading,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__slideshow-split.slideshow-split-1.title,fr,,Side by Side Slide,
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__slideshow-split.slideshow-split-1.subheading,fr,,Add optional subtext,
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__slideshow-split.slideshow-split-1.link_text,fr,,Optional button,
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__slideshow-split.slideshow-split-1.link_text_2,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__featured-collections.title,fr,,Popular categories,
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__featured-collections.featured-collections-0.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__featured-collections.featured-collections-1.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__featured-collections.featured-collections-2.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__featured-collections.featured-collections-3.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__featured-collections.featured-collections-4.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__featured-collections.featured-collections-5.title,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__promo-grid.promo-grid-1.top_text,fr,,Up to,
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__promo-grid.promo-grid-1.middle_text,fr,,50% off,
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__promo-grid.promo-grid-1.bottom_text,fr,,Select products,
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__promo-grid.promo-grid-2.top_text,fr,,Up to,
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__promo-grid.promo-grid-2.middle_text,fr,,50% off,
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__promo-grid.promo-grid-2.bottom_text,fr,,Select products,
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__featured-collection.title,fr,,Featured collection,
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__slideshow.slideshow-0.top_subheading,fr,,"",
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__slideshow.slideshow-0.title,fr,,<p>Overlaid Hero Slide</p>,
ONLINE_STORE_THEME,'121616662576,section.template--14399156715568__slideshow.slideshow-0.subheading,fr,,And optional subtext,
